text,class,topic
"The exploration, as has already been commented upon, is out of this world and demonstrates the dev's masterful grasp of world and level design.",1,level design
"If you like combat, you'll enjoy Death's Door more, but Tunic just has the better levels and world design.",1,level design
"In terms of gameplay, Tunic’s level design shines through the pathing and exploring you get to do and what at first looks like a cute Fox exploring a really beautiful world, is really a brutal game that will leave you to your own demise and will be both tough and challenging.",1,level design
+Fantastic level design.,1,level design
+Gameplay mechanics are being revealed progressively in a fun and smart way.,1,gameplay
-A bit short.,-1,playtime
]The level design in this game is god tier.,1,level design
"The levels harmonize perfectly with the new element that has been introduced, and a lot of them leave enough room to take 'shortcuts' to be faster or do things slightly your way.",1,level design
"It is not difficult to imagine that Celeste, perhaps the most well-received platformer game, ticks all the boxes: pretty pixel art, great soundtrack, simple and tight controls, and most importantly excellent level design.",1,level design
"These paths, brilliant demonstration of the excellent level design, are intentionally left in the rooms for the most skillful players, while appear to be downright impossible without knowing advanced techniques so that beginners won't even consider them as a possibility and spend time trying in vain.",1,level design
"+ Magnificent level design, enjoyable during every second and full of surprises.",1,level design
"But my god Multiplayer 9 times out of 10 is poor due to connection, Sound bugs out frequently, graphics pop in and out, and the framerate tanks all the time.",-1,bugs
"Games in this time should not be releasing in this state, and its shocking for devs to be slapping this price tag on Wild Hearts.",-1,optimization
"From the constant stuttering and from drops, to the inconsistent enemy AI, and boring food mechanics; it almost seems likes the games tries to make you NOT want to play it.",-1,fun
I left the game for a few months after beating it and came back today to find out that it still stutters and lags like crazy if I set the FPS to anything above 30.,-1,optimization
"They've had their chance to fix it before launching it, and for 90$ USD this is just unacceptably unoptimized.",-1,price
I've got a 3090ti and i9-12900Ks and for there's no excuse for barely going over 60FPS when we've had more graphically extensive games like Monster Hunter World and Red Dead Redemption just for example.,-1,optimization
Performance is terrible.,-1,optimization
"Beautiful environments, awesome mechanics, top notch gameplay.",1,atmosphere
"Shite FPS, laggy and unbearable.",-1,optimization
Hard to enjoy when it runs like a potato.,-1,optimization
"While Wildheart introduces new and fun mechanics to the monster hunter genre, the game suffers from extremely poor optimization that makes it difficult to recommend.",-1,optimization
"The low FPS and stuttering detract from the otherwise enjoyable gameplay, and the game's unique mechanics and monsters can't make up for its technical issues.",-1,optimization
"Overall, I would not recommend Wildheart due to its poor optimization.",-1,optimization
"Performance issues are still rampant even with two patches down, and since I primarily play in multiplayer where the issues are at their worst I've had to jump through hoops using the some tricks with the Nvidia Control Panel to get stability.",-1,optimization
"Because of the performance issues, I get frustrated more than I have fun with the game.",-1,optimization
"If it was more optimized, I would LOVE it.",-1,optimization
The main reason this is a no is because of the price and the current performance issues.,-1,price
There are serious performance issues which is why it is getting review bombed.,-1,optimization
"Level design is well thought, so being the good guy is not impossible but rewarding, while being the bad guy is really fun.",1,level design
"The chaotic play style is the one where you'll fully enjoy your ablities and their upgrades, but as you progress that way, things get harder, as the game adapts to you to be challenging.",1,balance
"Assassinating your targets is fun, but handlling things peacefully is actually more attractive, as you'll deal with fascinating NPC's .",1,fun
"If you'll take your time to explore, you'll get to know an engorssing world.",1,atmosphere
